Province,District,Ward Code,Ward
Nghệ An,Yên Thành,17533,Quang Thành
Nghệ An,Yên Thành,17536,Tây Thành
Nghệ An,Yên Thành,17539,Phúc Thành
Nghệ An,Yên Thành,17542,Hồng Thành
Nghệ An,Yên Thành,17545,Đồng Thành
Nghệ An,Yên Thành,17548,Phú Thành
Nghệ An,Yên Thành,17551,Hoa Thành
Nghệ An,Yên Thành,17554,Tăng Thành
Nghệ An,Yên Thành,17557,Văn Thành
Nghệ An,Yên Thành,17560,Thịnh Thành
Nghệ An,Yên Thành,17563,Hợp Thành
Nghệ An,Yên Thành,17566,Xuân Thành
Nghệ An,Yên Thành,17569,Bắc Thành
Nghệ An,Yên Thành,17572,Nhân Thành
Nghệ An,Yên Thành,17575,Trung Thành
Nghệ An,Yên Thành,17578,Long Thành
Nghệ An,Yên Thành,17581,Minh Thành
Nghệ An,Yên Thành,17584,Nam Thành
Nghệ An,Yên Thành,17587,Vĩnh Thành
Nghệ An,Yên Thành,17590,Lý Thành
Nghệ An,Yên Thành,17593,Khánh Thành
Nghệ An,Yên Thành,17596,Viên Thành
Nghệ An,Yên Thành,17599,Đại Thành
Nghệ An,Yên Thành,17602,Liên Thành
Nghệ An,Yên Thành,17605,Bảo Thành
Nghệ An,Yên Thành,17608,Mỹ Thành
Nghệ An,Yên Thành,17611,Công Thành
Nghệ An,Yên Thành,17614,Sơn Thành
Nghệ An,Đô Lương,17617,Đô Lương
Nghệ An,Đô Lương,17619,Giang Sơn Đông
Nghệ An,Đô Lương,17620,Giang Sơn Tây
Nghệ An,Đô Lương,17623,Lam Sơn
Nghệ An,Đô Lương,17626,Bồi Sơn
Nghệ An,Đô Lương,17629,Hồng Sơn
Nghệ An,Đô Lương,17632,Bài Sơn
Nghệ An,Đô Lương,17635,Ngọc Sơn
Nghệ An,Đô Lương,17638,Bắc Sơn
Nghệ An,Đô Lương,17641,Tràng Sơn
Nghệ An,Đô Lương,17644,Thượng Sơn
Nghệ An,Đô Lương,17647,Hòa Sơn
Nghệ An,Đô Lương,17650,Đặng Sơn
Nghệ An,Đô Lương,17653,Đông Sơn
Nghệ An,Đô Lương,17656,Nam Sơn
Nghệ An,Đô Lương,17659,Lưu Sơn
Nghệ An,Đô Lương,17662,Yên Sơn
Nghệ An,Đô Lương,17665,Văn Sơn
Nghệ An,Đô Lương,17668,Đà Sơn
Nghệ An,Đô Lương,17671,Lạc Sơn
Nghệ An,Đô Lương,17674,Tân Sơn
Nghệ An,Đô Lương,17677,Thái Sơn
Nghệ An,Đô Lương,17680,Quang Sơn
Nghệ An,Đô Lương,17683,Thịnh Sơn
Nghệ An,Đô Lương,17686,Trung Sơn
Nghệ An,Đô Lương,17689,Xuân Sơn
Nghệ An,Đô Lương,17692,Minh Sơn
Nghệ An,Đô Lương,17695,Thuận Sơn
Nghệ An,Đô Lương,17698,Nhân Sơn
Nghệ An,Đô Lương,17701,Hiến Sơn
Nghệ An,Đô Lương,17704,Mỹ Sơn
Nghệ An,Đô Lương,17707,Trù Sơn
Nghệ An,Đô Lương,17710,Đại Sơn
Nghệ An,Thanh Chương,17713,Thanh Chương
Nghệ An,Thanh Chương,17716,Cát Văn
Nghệ An,Thanh Chương,17719,Thanh Nho
Nghệ An,Thanh Chương,17722,Hạnh Lâm
Nghệ An,Thanh Chương,17723,Thanh Sơn
Nghệ An,Thanh Chương,17725,Thanh Hòa
Nghệ An,Thanh Chương,17728,Phong Thịnh
Nghệ An,Thanh Chương,17731,Thanh Phong
Nghệ An,Thanh Chương,17734,Thanh Mỹ
Nghệ An,Thanh Chương,17737,Thanh Tiên
Nghệ An,Thanh Chương,17743,Thanh Liên
Nghệ An,Thanh Chương,17749,Đại Đồng
Nghệ An,Thanh Chương,17752,Thanh Đồng
Nghệ An,Thanh Chương,17755,Thanh Ngọc
Nghệ An,Thanh Chương,17758,Thanh Hương
Nghệ An,Thanh Chương,17759,Ngọc Lâm
Nghệ An,Thanh Chương,17761,Thanh Lĩnh
Nghệ An,Thanh Chương,17764,Đồng Văn
Nghệ An,Thanh Chương,17767,Ngọc Sơn
Nghệ An,Thanh Chương,17770,Thanh Thịnh
Nghệ An,Thanh Chương,17773,Thanh An
Nghệ An,Thanh Chương,17776,Thanh Chi
Nghệ An,Thanh Chương,17779,Xuân Tường
Nghệ An,Thanh Chương,17782,Thanh Dương
Nghệ An,Thanh Chương,17785,Thanh Lương
Nghệ An,Thanh Chương,17788,Thanh Khê
Nghệ An,Thanh Chương,17791,Võ Liệt
Nghệ An,Thanh Chương,17794,Thanh Long
Nghệ An,Thanh Chương,17797,Thanh Thủy
Nghệ An,Thanh Chương,17800,Thanh Khai
Nghệ An,Thanh Chương,17803,Thanh Yên
Nghệ An,Thanh Chương,17806,Thanh Hà
Nghệ An,Thanh Chương,17809,Thanh Giang
Nghệ An,Thanh Chương,17812,Thanh Tùng
Nghệ An,Thanh Chương,17815,Thanh Lâm
Nghệ An,Thanh Chương,17818,Thanh Mai
Nghệ An,Thanh Chương,17821,Thanh Xuân
Nghệ An,Thanh Chương,17824,Thanh Đức
Nghệ An,Nghi Lộc,17827,Quán Hành
Nghệ An,Nghi Lộc,17830,Nghi Văn
Nghệ An,Nghi Lộc,17833,Nghi Yên
Nghệ An,Nghi Lộc,17836,Nghi Tiến
Nghệ An,Nghi Lộc,17839,Nghi Hưng
Nghệ An,Nghi Lộc,17842,Nghi Đồng
Nghệ An,Nghi Lộc,17845,Nghi Thiết
Nghệ An,Nghi Lộc,17848,Nghi Lâm
Nghệ An,Nghi Lộc,17851,Nghi Quang
Nghệ An,Nghi Lộc,17854,Nghi Kiều
Nghệ An,Nghi Lộc,17857,Nghi Mỹ
Nghệ An,Nghi Lộc,17860,Nghi Phương
Nghệ An,Nghi Lộc,17863,Nghi Thuận
Nghệ An,Nghi Lộc,17866,Nghi Long
Nghệ An,Nghi Lộc,17869,Nghi Xá
Nghệ An,Nghi Lộc,17875,Nghi Hoa
Nghệ An,Nghi Lộc,17878,Khánh Hợp
Nghệ An,Nghi Lộc,17881,Nghi Thịnh
Nghệ An,Nghi Lộc,17884,Nghi Công Bắc
Nghệ An,Nghi Lộc,17887,Nghi Công Nam
Nghệ An,Nghi Lộc,17890,Nghi Thạch
Nghệ An,Nghi Lộc,17893,Nghi Trung
Nghệ An,Nghi Lộc,17896,Nghi Trường
Nghệ An,Nghi Lộc,17899,Nghi Diên
Nghệ An,Nghi Lộc,17902,Nghi Phong
Nghệ An,Nghi Lộc,17905,Nghi Xuân
Nghệ An,Nghi Lộc,17911,Nghi Vạn
Nghệ An,Nghi Lộc,17917,Phúc Thọ
Nghệ An,Nghi Lộc,17926,Nghi Thái
Nghệ An,Nam Đàn,17932,Nam Hưng
Nghệ An,Nam Đàn,17935,Nam Nghĩa
Nghệ An,Nam Đàn,17938,Nam Thanh
Nghệ An,Nam Đàn,17941,Nam Anh
Nghệ An,Nam Đàn,17944,Nam Xuân
Nghệ An,Nam Đàn,17947,Nam Thái
Nghệ An,Nam Đàn,17950,Nam Đàn
Nghệ An,Nam Đàn,17953,Nam Lĩnh
Nghệ An,Nam Đàn,17956,Nam Giang
Nghệ An,Nam Đàn,17959,Xuân Hòa
Nghệ An,Nam Đàn,17962,Hùng Tiến
Nghệ An,Nam Đàn,17968,Thượng Tân Lộc
Nghệ An,Nam Đàn,17971,Kim Liên
Nghệ An,Nam Đàn,17977,Hồng Long
Nghệ An,Nam Đàn,17980,Xuân Lâm
Nghệ An,Nam Đàn,17983,Nam Cát
Nghệ An,Nam Đàn,17986,Khánh Sơn
Nghệ An,Nam Đàn,17989,Trung Phúc Cường
Nghệ An,Nam Đàn,17998,Nam Kim
Nghệ An,Hưng Nguyên,18001,Hưng Nguyên
Nghệ An,Hưng Nguyên,18004,Hưng Trung
Nghệ An,Hưng Nguyên,18007,Hưng Yên
Nghệ An,Hưng Nguyên,18008,Hưng Yên Bắc
Nghệ An,Hưng Nguyên,18010,Hưng Tây
Nghệ An,Hưng Nguyên,18016,Hưng Đạo
Nghệ An,Hưng Nguyên,18019,Hưng Mỹ
Nghệ An,Hưng Nguyên,18022,Hưng Thịnh
Nghệ An,Hưng Nguyên,18025,Hưng Lĩnh
Nghệ An,Hưng Nguyên,18028,Hưng Thông
Nghệ An,Hưng Nguyên,18031,Hưng Tân
Nghệ An,Hưng Nguyên,18034,Hưng Lợi
Nghệ An,Hưng Nguyên,18037,Hưng Nghĩa
Nghệ An,Hưng Nguyên,18040,Hưng Phúc
Nghệ An,Hưng Nguyên,18043,Long Xá
Nghệ An,Hưng Nguyên,18052,Châu Nhân
Nghệ An,Hưng Nguyên,18055,Xuân Lam
Nghệ An,Hưng Nguyên,18064,Hưng Thành
Nghệ An,Hoàng Mai,17104,Quỳnh Vinh
Nghệ An,Hoàng Mai,17107,Quỳnh Lộc
Nghệ An,Hoàng Mai,17110,Quỳnh Thiện
Nghệ An,Hoàng Mai,17113,Quỳnh Lập
Nghệ An,Hoàng Mai,17116,Quỳnh Trang
Nghệ An,Hoàng Mai,17125,Mai Hùng
Nghệ An,Hoàng Mai,17128,Quỳnh Dị
Nghệ An,Hoàng Mai,17131,Quỳnh Xuân
Nghệ An,Hoàng Mai,17134,Quỳnh Phương
Nghệ An,Hoàng Mai,17137,Quỳnh Liên
Hà Tĩnh,Hà Tĩnh,18070,Trần Phú
Hà Tĩnh,Hà Tĩnh,18073,Nam Hà
Hà Tĩnh,Hà Tĩnh,18076,Bắc Hà
Hà Tĩnh,Hà Tĩnh,18077,Nguyễn Du
Hà Tĩnh,Hà Tĩnh,18079,Tân Giang
Hà Tĩnh,Hà Tĩnh,18082,Đại Nài
Hà Tĩnh,Hà Tĩnh,18085,Hà Huy Tập
Hà Tĩnh,Hà Tĩnh,18088,Thạch Trung
Hà Tĩnh,Hà Tĩnh,18091,Thạch Quý
Hà Tĩnh,Hà Tĩnh,18094,Thạch Linh
Hà Tĩnh,Hà Tĩnh,18097,Văn Yên
Hà Tĩnh,Hà Tĩnh,18100,Thạch Hạ
Hà Tĩnh,Hà Tĩnh,18103,Đồng Môn
Hà Tĩnh,Hà Tĩnh,18109,Thạch Hưng
Hà Tĩnh,Hà Tĩnh,18112,Thạch Bình
Hà Tĩnh,Hồng Lĩnh,18115,Bắc Hồng
Hà Tĩnh,Hồng Lĩnh,18118,Nam Hồng
Hà Tĩnh,Hồng Lĩnh,18121,Trung Lương
Hà Tĩnh,Hồng Lĩnh,18124,Đức Thuận
Hà Tĩnh,Hồng Lĩnh,18127,Đậu Liêu
Hà Tĩnh,Hồng Lĩnh,18130,Thuận Lộc
Hà Tĩnh,Hương Sơn,18133,Phố Châu
Hà Tĩnh,Hương Sơn,18136, Tây Sơn
Hà Tĩnh,Hương Sơn,18139,Sơn Hồng
Hà Tĩnh,Hương Sơn,18142,Sơn Tiến
Hà Tĩnh,Hương Sơn,18145,Sơn Lâm
Hà Tĩnh,Hương Sơn,18148,Sơn Lễ
Hà Tĩnh,Hương Sơn,18157,Sơn Giang
Hà Tĩnh,Hương Sơn,18160,Sơn Lĩnh
Hà Tĩnh,Hương Sơn,18163,An Hòa Thịnh
Hà Tĩnh,Hương Sơn,18172,Sơn Tây
Hà Tĩnh,Hương Sơn,18175,Sơn Ninh
Hà Tĩnh,Hương Sơn,18178,Sơn Châu
Hà Tĩnh,Hương Sơn,18181,Tân Mỹ Hà
Hà Tĩnh,Hương Sơn,18184,Quang Diệm
Hà Tĩnh,Hương Sơn,18187,Sơn Trung
Hà Tĩnh,Hương Sơn,18190,Sơn Bằng
Hà Tĩnh,Hương Sơn,18193,Sơn Bình
Hà Tĩnh,Hương Sơn,18196,Sơn Kim 1
Hà Tĩnh,Hương Sơn,18199,Sơn Kim 2
Hà Tĩnh,Hương Sơn,18202,Sơn Trà
Hà Tĩnh,Hương Sơn,18205,Sơn Long
Hà Tĩnh,Hương Sơn,18211,Kim Hoa
Hà Tĩnh,Hương Sơn,18214,Sơn Hàm
Hà Tĩnh,Hương Sơn,18217,Sơn Phú
Hà Tĩnh,Hương Sơn,18223,Sơn Trường
Hà Tĩnh,Đức Thọ,18229,Đức Thọ
Hà Tĩnh,Đức Thọ,18235,Quang Vĩnh
Hà Tĩnh,Đức Thọ,18241,Tùng Châu
Hà Tĩnh,Đức Thọ,18244,Trường Sơn
Hà Tĩnh,Đức Thọ,18247,Liên Minh
Hà Tĩnh,Đức Thọ,18253,Yên Hồ
Hà Tĩnh,Đức Thọ,18259,Tùng Ảnh
Hà Tĩnh,Đức Thọ,18262,Bùi La Nhân
Hà Tĩnh,Đức Thọ,18274,Thanh Bình Thịnh
Hà Tĩnh,Đức Thọ,18277,Lâm Trung Thủy
Hà Tĩnh,Đức Thọ,18280,Hòa Lạc
Hà Tĩnh,Đức Thọ,18283,Tân Dân
Hà Tĩnh,Đức Thọ,18298,An Dũng
Hà Tĩnh,Đức Thọ,18304,Đức Đồng
Hà Tĩnh,Đức Thọ,18307,Đức Lạng
Hà Tĩnh,Đức Thọ,18310,Tân Hương
Hà Tĩnh,Vũ Quang,18313,Vũ Quang
Hà Tĩnh,Vũ Quang,18316,Ân Phú
Hà Tĩnh,Vũ Quang,18319,Đức Giang
Hà Tĩnh,Vũ Quang,18322,Đức Lĩnh
Hà Tĩnh,Vũ Quang,18325,Thọ Điền
Hà Tĩnh,Vũ Quang,18328,Đức Hương
Hà Tĩnh,Vũ Quang,18331,Đức Bồng
Hà Tĩnh,Vũ Quang,18334,Đức Liên
Hà Tĩnh,Vũ Quang,18340,Hương Minh
Hà Tĩnh,Vũ Quang,18343,Quang Thọ
Hà Tĩnh,Nghi Xuân,18352,Xuân An
Hà Tĩnh,Nghi Xuân,18355,Xuân Hội
Hà Tĩnh,Nghi Xuân,18358,Đan Trường
Hà Tĩnh,Nghi Xuân,18364,Xuân Phổ
Hà Tĩnh,Nghi Xuân,18367,Xuân Hải
Hà Tĩnh,Nghi Xuân,18370,Xuân Giang
Hà Tĩnh,Nghi Xuân,18373,Tiên Điền
Hà Tĩnh,Nghi Xuân,18376,Xuân Yên
Hà Tĩnh,Nghi Xuân,18379,Xuân Mỹ
Hà Tĩnh,Nghi Xuân,18382,Xuân Thành
Hà Tĩnh,Nghi Xuân,18385,Xuân Viên
Hà Tĩnh,Nghi Xuân,18388,Xuân Hồng
Hà Tĩnh,Nghi Xuân,18391,Cỗ Đạm
Hà Tĩnh,Nghi Xuân,18394,Xuân Liên
Hà Tĩnh,Nghi Xuân,18397,Xuân Lĩnh
Hà Tĩnh,Nghi Xuân,18400,Xuân Lam
Hà Tĩnh,Nghi Xuân,18403,Cương Gián
Hà Tĩnh,Can Lộc,18406,Nghèn
Hà Tĩnh,Can Lộc,18415,Thiên Lộc
Hà Tĩnh,Can Lộc,18418,Thuần Thiện
Hà Tĩnh,Can Lộc,18427,Vượng Lộc
Hà Tĩnh,Can Lộc,18433,Thanh Lộc
Hà Tĩnh,Can Lộc,18436,Kim Song Trường
Hà Tĩnh,Can Lộc,18439,Thường Nga
Hà Tĩnh,Can Lộc,18445,Tùng Lộc
Hà Tĩnh,Can Lộc,18454,Phú Lộc
Hà Tĩnh,Can Lộc,18463,Gia Hanh
Hà Tĩnh,Can Lộc,18466,Khánh Vĩnh Yên
Hà Tĩnh,Can Lộc,18472,Trung Lộc
Hà Tĩnh,Can Lộc,18475,Xuân Lộc
Hà Tĩnh,Can Lộc,18478,Thượng Lộc
Hà Tĩnh,Can Lộc,18481,Quang Lộc
Hà Tĩnh,Can Lộc,18484,Đồng Lộc
Hà Tĩnh,Can Lộc,18487,Mỹ Lộc
Hà Tĩnh,Can Lộc,18490,Sơn Lộc
Hà Tĩnh,Hương Khê,18496,Hương Khê
Hà Tĩnh,Hương Khê,18499,Điền Mỹ
Hà Tĩnh,Hương Khê,18502,Hà Linh
Hà Tĩnh,Hương Khê,18505,Hương Thủy
Hà Tĩnh,Hương Khê,18508,Hòa Hải
Hà Tĩnh,Hương Khê,18514,Phúc Đồng
Hà Tĩnh,Hương Khê,18517,Hương Giang
Hà Tĩnh,Hương Khê,18520,Lộc Yên
Hà Tĩnh,Hương Khê,18523,Hương Bình
Hà Tĩnh,Hương Khê,18526,Hương Long
Hà Tĩnh,Hương Khê,18529,Phú Gia
Hà Tĩnh,Hương Khê,18532,Gia Phố
Hà Tĩnh,Hương Khê,18535,Phú Phong
Hà Tĩnh,Hương Khê,18538,Hương Đô
Hà Tĩnh,Hương Khê,18541,Hương Vĩnh
Hà Tĩnh,Hương Khê,18544,Hương Xuân
Hà Tĩnh,Hương Khê,18547,Phúc Trạch
Hà Tĩnh,Hương Khê,18550,Hương Trà
Hà Tĩnh,Hương Khê,18553,Hương Trạch
Hà Tĩnh,Hương Khê,18556,Hương Lâm
Hà Tĩnh,Hương Khê,18559,Hương Liên
Hà Tĩnh,Thạch Hà,18562,Thạch Hà
Hà Tĩnh,Thạch Hà,18565,Ngọc Sơn
Hà Tĩnh,Thạch Hà,18571,Thạch Hải
Hà Tĩnh,Thạch Hà,18586,Thạch Kênh
Hà Tĩnh,Thạch Hà,18589,Thạch Sơn
Hà Tĩnh,Thạch Hà,18592,Thạch Liên
Hà Tĩnh,Thạch Hà,18595,Đỉnh Bàn
Hà Tĩnh,Thạch Hà,18601,Việt Tiến
Hà Tĩnh,Thạch Hà,18604,Thạch Khê
Hà Tĩnh,Thạch Hà,18607,Thạch Long
Hà Tĩnh,Thạch Hà,18619,Thạch Trị
Hà Tĩnh,Thạch Hà,18622,Thạch Lạc
Hà Tĩnh,Thạch Hà,18625,Thạch Ngọc
Hà Tĩnh,Thạch Hà,18628,Tượng Sơn
Hà Tĩnh,Thạch Hà,18631,Thạch Văn
Hà Tĩnh,Thạch Hà,18634,Lưu Vĩnh Sơn
Hà Tĩnh,Thạch Hà,18637,Thạch Thắng
Hà Tĩnh,Thạch Hà,18643,Thạch Đài
Hà Tĩnh,Thạch Hà,18649,Thạch Hội
Hà Tĩnh,Thạch Hà,18652,Tân Lâm Hương
Hà Tĩnh,Thạch Hà,18658,Thạch Xuân
Hà Tĩnh,Thạch Hà,18667,Nam Điền
Hà Tĩnh,Cẩm Xuyên,18673,Cẩm Xuyên
Hà Tĩnh,Cẩm Xuyên,18676,Thiên Cầm
Hà Tĩnh,Cẩm Xuyên,18679,Yên Hòa
Hà Tĩnh,Cẩm Xuyên,18682,Cẩm Dương
Hà Tĩnh,Cẩm Xuyên,18685,Cẩm Bình
Hà Tĩnh,Cẩm Xuyên,18691,Cẩm Vĩnh
Hà Tĩnh,Cẩm Xuyên,18694,Cẩm Thành
Hà Tĩnh,Cẩm Xuyên,18697,Cẩm Quang
Hà Tĩnh,Cẩm Xuyên,18706,Cẩm Thạch
Hà Tĩnh,Cẩm Xuyên,18709,Cẩm Nhượng
Hà Tĩnh,Cẩm Xuyên,18712,Nam Phúc Thăng
Hà Tĩnh,Cẩm Xuyên,18715,Cẩm Duệ
Hà Tĩnh,Cẩm Xuyên,18721,Cẩm Lĩnh
Hà Tĩnh,Cẩm Xuyên,18724,Cẩm Quan
Hà Tĩnh,Cẩm Xuyên,18727,Cẩm Hà
Hà Tĩnh,Cẩm Xuyên,18730,Cẩm Lộc
Hà Tĩnh,Cẩm Xuyên,18733,Cẩm Hưng
Hà Tĩnh,Cẩm Xuyên,18736,Cẩm Thịnh
Hà Tĩnh,Cẩm Xuyên,18739,Cẩm Mỹ
Hà Tĩnh,Cẩm Xuyên,18742,Cẩm Trung
Hà Tĩnh,Cẩm Xuyên,18745,Cẩm Sơn
Hà Tĩnh,Cẩm Xuyên,18748,Cẩm Lạc
Hà Tĩnh,Cẩm Xuyên,18751,Cẩm Minh
Hà Tĩnh,Kỳ Anh,18757,Kỳ Xuân
Hà Tĩnh,Kỳ Anh,18760,Kỳ Bắc
Hà Tĩnh,Kỳ Anh,18763,Kỳ Phú
Hà Tĩnh,Kỳ Anh,18766,Kỳ Phong
Hà Tĩnh,Kỳ Anh,18769,Kỳ Tiến
Hà Tĩnh,Kỳ Anh,18772,Kỳ Giang
Hà Tĩnh,Kỳ Anh,18775,Kỳ Đồng
Hà Tĩnh,Kỳ Anh,18778,Kỳ Khang
Hà Tĩnh,Kỳ Anh,18784,Kỳ Văn
Hà Tĩnh,Kỳ Anh,18787,Kỳ Trung
Hà Tĩnh,Kỳ Anh,18790,Kỳ Thọ
Hà Tĩnh,Kỳ Anh,18793,Kỳ Tây
Hà Tĩnh,Kỳ Anh,18799,Kỳ Thượng
Hà Tĩnh,Kỳ Anh,18802,Kỳ Hải
Hà Tĩnh,Kỳ Anh,18805,Kỳ Thư
Hà Tĩnh,Kỳ Anh,18811,Kỳ Châu
Hà Tĩnh,Kỳ Anh,18814,Kỳ Tân
Hà Tĩnh,Kỳ Anh,18838,Lâm Hợp
Hà Tĩnh,Kỳ Anh,18844,Kỳ Sơn
Hà Tĩnh,Kỳ Anh,18850,Kỳ Lạc
Hà Tĩnh,Lộc Hà,18409,Tân Lộc
Hà Tĩnh,Lộc Hà,18412,Hồng Lộc
Hà Tĩnh,Lộc Hà,18421,Thịnh Lộc
Hà Tĩnh,Lộc Hà,18430,Bình An
Hà Tĩnh,Lộc Hà,18457,Ích Hậu
Hà Tĩnh,Lộc Hà,18493,Phù Lưu
Hà Tĩnh,Lộc Hà,18568,Lộc Hà
Hà Tĩnh,Lộc Hà,18577,Thạch Mỹ
Hà Tĩnh,Lộc Hà,18580,Thạch Kim
Hà Tĩnh,Lộc Hà,18583,Thạch Châu
Hà Tĩnh,Lộc Hà,18598,Hộ Độ
Hà Tĩnh,Lộc Hà,18670,Mai Phụ
Hà Tĩnh,Kỳ Anh,18754,Hưng Trí
Hà Tĩnh,Kỳ Anh,18781,Kỳ Ninh
Hà Tĩnh,Kỳ Anh,18796,Kỳ Lợi
Hà Tĩnh,Kỳ Anh,18808,Kỳ Hà
Hà Tĩnh,Kỳ Anh,18820,Kỳ Trinh
Hà Tĩnh,Kỳ Anh,18823,Kỳ Thịnh
Hà Tĩnh,Kỳ Anh,18829,Kỳ Hoa
Hà Tĩnh,Kỳ Anh,18832,Kỳ Phương
Hà Tĩnh,Kỳ Anh,18835,Kỳ Long
Hà Tĩnh,Kỳ Anh,18841,Kỳ Liên
Hà Tĩnh,Kỳ Anh,18847,Kỳ Nam
Quảng Bình,Đồng Hới,18853,Hải Thành
Quảng Bình,Đồng Hới,18856,Đồng Phú
Quảng Bình,Đồng Hới,18859,Bắc Lý
Quảng Bình,Đồng Hới,18865,Nam Lý
Quảng Bình,Đồng Hới,18868,Đồng Hải
Quảng Bình,Đồng Hới,18871,Đồng Sơn
Quảng Bình,Đồng Hới,18874,Phú Hải
Quảng Bình,Đồng Hới,18877,Bắc Nghĩa
Quảng Bình,Đồng Hới,18880,Đức Ninh Đông
Quảng Bình,Đồng Hới,18883,Quang Phú
Quảng Bình,Đồng Hới,18886,Lộc Ninh
Quảng Bình,Đồng Hới,18889,Bảo Ninh
Quảng Bình,Đồng Hới,18892,Nghĩa Ninh
Quảng Bình,Đồng Hới,18895,Thuận Đức
Quảng Bình,Đồng Hới,18898,Đức Ninh
Quảng Bình,Minh Hóa,18901,Quy Đạt
Quảng Bình,Minh Hóa,18904,Dân Hóa
Quảng Bình,Minh Hóa,18907,Trọng Hóa
Quảng Bình,Minh Hóa,18910,Hóa Phúc
Quảng Bình,Minh Hóa,18913,Hồng Hóa
Quảng Bình,Minh Hóa,18916,Hóa Thanh
Quảng Bình,Minh Hóa,18919,Hóa Tiến
Quảng Bình,Minh Hóa,18922,Hóa Hợp
Quảng Bình,Minh Hóa,18925,Xuân Hóa
Quảng Bình,Minh Hóa,18928,Yên Hóa
Quảng Bình,Minh Hóa,18931,Minh Hóa
Quảng Bình,Minh Hóa,18934,Tân Hóa
Quảng Bình,Minh Hóa,18937,Hóa Sơn
Quảng Bình,Minh Hóa,18943,Trung Hóa
Quảng Bình,Minh Hóa,18946,Thượng Hóa
Quảng Bình,Tuyên Hóa,18949,Đồng Lê
Quảng Bình,Tuyên Hóa,18952,Hương Hóa
Quảng Bình,Tuyên Hóa,18955,Kim Hóa
Quảng Bình,Tuyên Hóa,18958,Thanh Hóa
Quảng Bình,Tuyên Hóa,18961,Thanh Thạch
Quảng Bình,Tuyên Hóa,18964,Thuận Hóa
Quảng Bình,Tuyên Hóa,18967,Lâm Hóa
Quảng Bình,Tuyên Hóa,18970,Lê Hóa
Quảng Bình,Tuyên Hóa,18973,Sơn Hóa
Quảng Bình,Tuyên Hóa,18976,Đồng Hóa
Quảng Bình,Tuyên Hóa,18979,Ngư Hóa
Quảng Bình,Tuyên Hóa,18985,Thạch Hóa
Quảng Bình,Tuyên Hóa,18988,Đức Hóa
Quảng Bình,Tuyên Hóa,18991,Phong Hóa
Quảng Bình,Tuyên Hóa,18994,Mai Hóa
Quảng Bình,Tuyên Hóa,18997,Tiến Hóa
Quảng Bình,Tuyên Hóa,19000,Châu Hóa
Quảng Bình,Tuyên Hóa,19003,Cao Quảng
Quảng Bình,Tuyên Hóa,19006,Văn Hóa
Quảng Bình,Quảng Trạch,19012,Quảng Hợp
Quảng Bình,Quảng Trạch,19015,Quảng Kim
Quảng Bình,Quảng Trạch,19018,Quảng Đông
Quảng Bình,Quảng Trạch,19021,Quảng Phú
Quảng Bình,Quảng Trạch,19024,Quảng Châu
Quảng Bình,Quảng Trạch,19027,Quảng Thạch
Quảng Bình,Quảng Trạch,19030,Quảng Lưu
Quảng Bình,Quảng Trạch,19033,Quảng Tùng
Quảng Bình,Quảng Trạch,19036,Cảnh Dương
Quảng Bình,Quảng Trạch,19039,Quảng Tiến
Quảng Bình,Quảng Trạch,19042,Quảng Hưng
Quảng Bình,Quảng Trạch,19045,Quảng Xuân
Quảng Bình,Quảng Trạch,19048,Cảnh Hóa
Quảng Bình,Quảng Trạch,19051,Liên Trường
Quảng Bình,Quảng Trạch,19057,Quảng Phương
Quảng Bình,Quảng Trạch,19063,Phù Hóa
Quảng Bình,Quảng Trạch,19072,Quảng Thanh
Quảng Bình,Bố Trạch,19111,Hoàn Lão
Quảng Bình,Bố Trạch,19114,NT Việt Trung
Quảng Bình,Bố Trạch,19117,Xuân Trạch
Quảng Bình,Bố Trạch,19120,Mỹ Trạch
Quảng Bình,Bố Trạch,19123,Hạ Trạch
Quảng Bình,Bố Trạch,19126,Bắc Trạch
Quảng Bình,Bố Trạch,19129,Lâm Trạch
Quảng Bình,Bố Trạch,19132,Thanh Trạch
Quảng Bình,Bố Trạch,19135,Liên Trạch
Quảng Bình,Bố Trạch,19138,Phúc Trạch
Quảng Bình,Bố Trạch,19141,Cự Nẫm
Quảng Bình,Bố Trạch,19144,Hải Phú
Quảng Bình,Bố Trạch,19147,Thượng Trạch
Quảng Bình,Bố Trạch,19150,Sơn Lộc
Quảng Bình,Bố Trạch,19156,Hưng Trạch
Quảng Bình,Bố Trạch,19159,Đồng Trạch
Quảng Bình,Bố Trạch,19162,Đức Trạch
Quảng Bình,Bố Trạch,19165,Phong Nha
Quảng Bình,Bố Trạch,19168,Vạn Trạch
Quảng Bình,Bố Trạch,19174,Phú Định
Quảng Bình,Bố Trạch,19177,Trung Trạch
Quảng Bình,Bố Trạch,19180,Tây Trạch
Quảng Bình,Bố Trạch,19183,Hòa Trạch
Quảng Bình,Bố Trạch,19186,Đại Trạch
Quảng Bình,Bố Trạch,19189,Nhân Trạch
Quảng Bình,Bố Trạch,19192,Tân Trạch
Quảng Bình,Bố Trạch,19195,Nam Trạch
Quảng Bình,Bố Trạch,19198,Lý Trạch
Quảng Bình,Quảng Ninh,19201,Quán Hàu
Quảng Bình,Quảng Ninh,19204,Trường Sơn
Quảng Bình,Quảng Ninh,19207,Lương Ninh
Quảng Bình,Quảng Ninh,19210,Vĩnh Ninh
